wavelength_nm,lamp_response,raw_pl_counts,corrected_pl_arb_u
1110.0,312.41909,117.0,74.8993923514725
1111.0,311.92444,112.0,71.81226325195935
1112.0,311.64905,104.0,66.7417404288574
1113.0,312.36637,84.0,53.78299847067404
1114.0,311.35408,112.0,71.94381393685285
1115.0,312.22035,100.0,64.05732361775907
1116.0,311.61158,66.0,42.36042832554554
1117.0,311.81477,60.0,38.48438609883682
1118.0,311.94442,37.0,23.722174610464265
1119.0,311.33303,62.0,39.828732595446105
1120.0,311.31394,50.0,32.12191526020325
1121.0,311.33197,28.0,17.987230800614533
1122.0,311.46166,10.0,6.421336096391447
1123.0,311.8152,11.0,7.055461055137786
1124.0,311.98313,9.0,5.769542731364994
1125.0,311.51657,6.0,3.852122537173544
1126.0,311.57236,0.0,0.0
1127.0,312.07759,2.0,1.281732533245979
1128.0,312.5841,0.0,0.0
1129.0,312.71652,0.0,0.0
1130.0,312.43586,0.0,0.0
1131.0,311.62764,0.0,0.0
1132.0,312.09847,0.0,0.0
1133.0,312.75913,0.0,0.0
1134.0,312.59041,0.0,0.0
1135.0,312.83733,0.0,0.0
1136.0,312.44105,0.0,0.0
1137.0,311.74041,0.0,0.0
1138.0,312.29093,0.0,0.0
1139.0,312.12054,0.0,0.0
