wavelength_nm,lamp_response,raw_pl_counts,corrected_pl_arb_u
1000.5,1240.23722,2993.0,4.8265
1001.0,1243.33066,3182.0,5.11851
1001.5,1245.43235,3346.0,5.37323
1002.0,1248.03291,3467.0,5.55594
1002.5,1251.09976,3764.0,6.01711
1003.0,1253.80403,3879.0,6.18757
1003.5,1256.87547,4015.0,6.38886
1004.0,1258.32237,4177.0,6639.0
1004.5,1261.03255,4349.0,6.89752
1005.0,1263.31287,4411.0,6.98323
1005.5,1266.29298,4594.0,7.25582
1006.0,1269.87396,4579.0,7.21174
1006.5,1272.59278,4771.0,7.49808
1007.0,1275.3137,4756.0,7.45856
1007.5,1278.33635,4760.0,7.44718
1008.0,1280.06245,4764.0,7.44339
1008.5,1282.55619,4780.0,7.45386
1009.0,1284.25193,4712.0,7.33812
1009.5,1286.61585,4589.0,7.13344
1010.0,1288.18104,4546.0,7.05801
1010.5,1289.84756,4395.0,6.81476
1011.0,1291.34846,4374.0,6.77431
1011.5,1293.55181,4182.0,6.46592
1012.0,1296.95955,4042.0,6.23304
1012.5,1298.89942,4001.0,6.1606
1013.0,1300.77393,3820.0,5.87343
1013.5,1302.81712,3638.0,5.58482
1014.0,1304.25963,3618.0,5.54798
1014.5,1306.60702,3600.0,5.51046
1015.0,1308.95623,3593.0,5.48987
1015.5,1310.93879,3588.0,5.47394
1016.0,1312.88937,3606.0,5.49323
1016.5,1315.74664,3894.0,5.91907
1017.0,1318.4049,4069.0,6.17261
1017.5,1320.83038,4512.0,6.83207
1018.0,1323.66051,4985.0,7.53214
1018.5,1326.39212,5711.0,8.61133
1019.0,1328.15174,6493.0,9.7775
1019.5,1330.01354,7432.0,11.17583
1020.0,1331.60787,8427.0,12.65688
1020.5,1333.97691,9403.0,14.0977
1021.0,1336.31416,10400.0,15.5652
1021.5,1339.32635,11921.0,17.80149
1022.0,1341.97054,13157.0,19.60848
1022.5,1344.07788,14590.0,21.71005
1023.0,1346.55751,16365.0,24.30643
1023.5,1348.26379,18200.0,26.99768
1024.0,1349.70164,20071.0,29.74139
1024.5,1351.68036,22231.0,32.89387
1025.0,1353.93062,24281.0,35.86742
1025.5,1356.0476,26606.0,39.24051
1026.0,1358.50397,28838.0,42.45553
1026.5,1359.94865,30553.0,44.93258
1027.0,1361.19165,32060.0,47.10578
1027.5,1363.65294,33249.0,48.76461
1028.0,1365.57492,34511.0,50.54428
1028.5,1367.93834,35488.0,51.88538
1029.0,1369.59268,35855.0,52.35863
1029.5,1371.85793,35752.0,52.12202
1030.0,1373.07466,35123.0,51.15964
1030.5,1375.37695,33860.0,49.23741
1031.0,1377.44371,32445.0,47109.0
1031.5,1380.3601,30763.0,44.57243
1032.0,1382.26078,28400.0,41.0921
1032.5,1384.46847,26199.0,37.84702
1033.0,1386.67791,23865.0,34.42039
1033.5,1389.05895,21188.0,30.50698
1034.0,1391.23795,18451.0,26.52458
1034.5,1393.31667,15304.0,21.96773
1035.0,1395.05688,13072.0,18.74045
1035.5,1397.34291,10802.0,15.46077
1036.0,1400.14136,8477.0,12.10878
1036.5,1402.09066,6467.0,9.2248
1037.0,1403.56455,4851.0,6.9124
1037.5,1405.21001,3819.0,5.43549
1038.0,1407.02724,3061.0,4.35102
1038.5,1409187.0,2641.0,3.74826
1039.0,1411.24611,2435.0,3.45085
1039.5,1413.13616,2393.0,3.38679
1040.0,1414.99357,2373.0,3.35408
1040.5,1417.26239,2419.0,3.41362
1041.0,1418.37103,2480.0,3.49697
1041.5,1419.41217,2630.0,3.70576
1042.0,1421.61705,2764.0,3.88853
1042.5,1423.41307,2980.0,4.18712
1043.0,1423.56747,3185.0,4.47467
1043.5,1425.0575,3399.0,4.77033
1044.0,1427.26812,3588.0,5.02779
1044.5,1428.93216,3789.0,5.30326
1045.0,1432.24319,4036.0,5.63591
1045.5,1433.22457,4233.0,5.90696
1046.0,1434.48122,4374.0,6.09837
1046.5,1436.63134,4567.0,6.35793
1047.0,1437753.0,4762.0,6.62423
1047.5,1439.63131,4767.0,6.62253
1048.0,1442.26719,4807.0,6.66589
1048.5,1446.03973,4921.0,6.80618
1049.0,1448.09557,4760.0,6.57415
1049.5,1449.4993,4716.0,6.50707
1050.0,1451.42048,4562.0,6.28626
1050.5,1453.48093,4289.0,5.90169
1051.0,1455.64638,4015.0,5.51645
1051.5,1457.81355,3806.0,5.22152
1052.0,1459.53427,3413.0,4.67683
1052.5,1461.56677,3188.0,4.36244
1053.0,1464.60153,2976.0,4.0639
1053.5,1466.39606,2629.0,3.58566
1054.0,1468.39923,2330.0,3.17352
1054.5,1470.33491,2026.0,2.75583
1055.0,1472.75597,1843.0,2.50279
1055.5,1473.69232,1637.0,2.22163
1056.0,1475.4941,1457.0,1.97493
1056.5,1478.23156,1413.0,1.91174
1057.0,1480.38276,1246.0,1.68335
1057.5,1480.97739,1209.0,1.63271
1058.0,1482.68107,1057.0,1.4258
1058.5,1485.39116,1069.0,1.43935
1059.0,1486.9593,1046.0,1.4069
1059.5,1487.69627,1067.0,1.43443
1060.0,1490.37696,1017.0,1.36476
1060.5,1492.5044,865.0,1.15913
1061.0,1494.32102,838.0,1.12158
1061.5,1494.95792,861.0,1.15187
1062.0,1496.32518,888.0,1.18691
1062.5,1498076.0,841.0,1.12277
1063.0,1500.59345,831.0,1.10756
1063.5,1502.13862,676.0,0.90005
1064.0,1504.24202,679.0,0.90278
1064.5,1504.81482,678.0,0.90111
1065.0,1506.50293,674.0,0.89479
1065.5,1508.08785,669.0,0.88722
1066.0,1509.81351,673.0,0.8915
1066.5,1511.61034,652.0,0.86266
1067.0,1513.65288,653.0,0.86281
1067.5,1514.71962,664.0,0.87673
1068.0,1517.04447,650.0,0.85693
1068.5,1518.56763,670.0,0.88241
1069.0,1519.95223,676.0,0.8895
1069.5,1522.24706,657.0,0.8632
1070.0,1524.54376,677.0,0.88813
1070.5,1526.80732,652.0,0.85407
1071.0,1528.40756,649.0,0.84925
1071.5,1530.60449,657.0,0.85848
1072.0,1532.06743,652.0,0.85114
1072.5,1533.98722,664.0,0.86572
1073.0,1536.75015,667.0,0.86807
1073.5,1538.42785,651.0,0.84632
1074.0,1540.01948,660.0,0.85713
1074.5,1543.2128,626.0,0.81129
1075.0,1544.79357,615.0,0.79622
1075.5,1546.44652,643.0,0.83158
1076.0,1548.41805,620.0,0.80082
1076.5,1550.14551,600.0,0.77412
1077.0,1552.40334,592.0,0.76269
1077.5,1554.52288,499.0,642.0
1078.0,1556.18652,600.0,0.77112
1078.5,1558.45197,470.0,0.60316
1079.0,1559.59035,470.0,0.60272
1079.5,1562.35507,488.0,0.6247
1080.0,1564.59289,474.0,0.60591
1080.5,1565.94917,473.0,0.60411
1081.0,1568.36874,461.0,0.58787
1081.5,1570.8266,461.0,0.58695
1082.0,1572.43705,456.0,0.57999
1082.5,1574.36849,483.0,0.61358
1083.0,1575.52182,443.0,0.56235
1083.5,1576.64103,449.0,0.56957
1084.0,1578.61397,437.0,0.55365
1084.5,1581.40663,442.0,559.0
1085.0,1582.53138,436.0,0.55102
1085.5,1584.86719,367.0,0.46313
1086.0,1586.88539,447.0,0.56337
1086.5,1588.7279,383.0,0.48215
1087.0,1591.24985,435.0,0.54674
1087.5,1593.23986,406.0,0.50965
1088.0,1594.73264,400.0,0.50165
1088.5,1597.29847,376.0,0.47079
1089.0,1599.33144,396.0,0.49521
1089.5,1601.68861,446.0,0.55691
1090.0,1603.15431,423.0,0.52771
1090.5,1605.05131,289.0,0.36011
1091.0,1607.05804,304.0,0.37833
1091.5,1608.35044,452.0,0.56207
1092.0,1610.54089,305.0,0.37875
1092.5,1613631.0,302.0,0.37431
1093.0,1616.00679,288.0,0.35643
1093.5,1617.95438,306.0,0.37826
1094.0,1619.86837,301.0,0.37164
1094.5,1622.57597,290.0,0.35746
1095.0,1624.02722,267.0,0.32881
1095.5,1626.9567,296.0,0.36387
1096.0,1628.6646,273.0,0.33524
1096.5,1631.38412,292.0,0.35798
1097.0,1633.49363,277.0,0.33915
1097.5,1635.10033,276.0,0.33759
1098.0,1637.25079,257.0,0.31394
1098.5,1639.87373,278.0,0.33905
1099.0,1641.08943,267.0,0.32539
1099.5,1643.97121,241.0,0.29319
1100.0,1645.44435,160.0,0.19448
1100.5,1647.13668,249.0,0.30234
1101.0,1649.26612,223.0,0.27042
1101.5,1650.92657,244.0,0.29559
1102.0,1653.4602,152.0,0.18386
1102.5,1654.72574,160.0,0.19339
1103.0,1656.28356,259.0,0.31275
1103.5,1656.31599,143.0,0.17267
1104.0,1659.84156,181.0,0.21809
1104.5,1661.76947,128.0,0.15405
1105.0,1665.30272,133.0,0.15973
1105.5,1666.21565,110.0,0.13204
1106.0,1667.34856,119.0,0.14274
1106.5,1669.50482,142.0,0.17011
1107.0,1672.46718,136.0,0.16263
1107.5,1673.82528,107.0,0.12785
1108.0,1675.11193,115.0,0.1373
1108.5,1677.05876,129.0,0.15384
1109.0,1679.63036,110.0,0.13098
1109.5,1683.15761,113.0,0.13427
