wavelength_nm,lamp_response,raw_pl_counts,corrected_pl_arb_u
1118.0,311.94442,0.0,0.0
1119.0,311.33303,0.0,0.0
1120.0,311.31394,0.0,0.0
1121.0,311.33197,0.0,0.0
1122.0,311.46166,0.0,0.0
1123.0,311.8152,0.0,0.0
1124.0,311.98313,0.0,0.0
1125.0,311.51657,0.0,0.0
1126.0,311.57236,0.0,0.0
1127.0,312.07759,0.0,0.0
1128.0,312.5841,0.0,0.0
1129.0,312.71652,0.0,0.0
1130.0,312.43586,0.0,0.0
1131.0,311.62764,0.0,0.0
1132.0,312.09847,0.0,0.0
1133.0,312.75913,0.0,0.0
1134.0,312.59041,0.0,0.0
1135.0,312.83733,0.0,0.0
1136.0,312.44105,0.0,0.0
1137.0,311.74041,0.0,0.0
1138.0,312.29093,0.0,0.0
1139.0,312.12054,0.0,0.0
