wavelength_nm,lamp_response,raw_pl_counts,intensity_arb_u
1002.5,1251.09976,7597.0,6.07226
1003.0,1253.80403,7910.0,6.3088
1003.5,1256.87547,7991.0,6.35783
1004.0,1258.32237,8227.0,6.53807
1004.5,1261.03255,8507.0,6.74606
1005.0,1263.31287,8581.0,6.79246
1005.5,1266.29298,8724.0,6.8894
1006.0,1269.87396,8869.0,6.98416
1006.5,1272.59278,8879.0,6.97709
1007.0,1275.3137,9098.0,7.13393
1007.5,1278.33635,8926.0,6.98251
1008.0,1280.06245,9109.0,7.11606
1008.5,1282.55619,9168.0,7.14822
1009.0,1284.25193,8902.0,6.93166
1009.5,1286.61585,8924.0,6.93603
1010.0,1288.18104,8902.0,6.91052
1010.5,1289.84756,8821.0,6.83879
1011.0,1291.34846,8612.0,6.669
1011.5,1293.55181,8514.0,6.58188
1012.0,1296.95955,8260.0,6.36874
1012.5,1298.89942,8213.0,6.32305
1013.0,1300.77393,8227.0,6.3247
1013.5,1302.81712,7942.0,6.09602
1014.0,1304.25963,7911.0,6.06551
1014.5,1306.60702,7910.0,6.05385
1015.0,1308.95623,7915.0,6.0468
1015.5,1310.93879,7900.0,6.02622
1016.0,1312.88937,8213.0,6.25567
1016.5,1315.74664,8517.0,6.47313
1017.0,1318.4049,8814.0,6.68535
1017.5,1320.83038,9168.0,6.94109
1018.0,1323.66051,9840.0,7.43393
1018.5,1326.39212,10783.0,8.12957
1019.0,1328.15174,11688.0,8.8002
1019.5,1330.01354,12875.0,9.68035
1020.0,1331.60787,14008.0,10.51961
1020.5,1333.97691,15247.0,11.42973
1021.0,1336.31416,16853.0,12.61156
1021.5,1339.32635,18727.0,13.9824
1022.0,1341.97054,20596.0,15.34758
1022.5,1344.07788,22543.0,16.77209
1023.0,1346.55751,24839.0,18.4463
1023.5,1348.26379,27350.0,20.28535
1024.0,1349.70164,29660.0,21.97523
1024.5,1351.68036,32541.0,24.07448
1025.0,1353.93062,34998.0,25.84918
1025.5,1356.0476,37994.0,28.01819
1026.0,1358.50397,40622.0,29.90201
1026.5,1359.94865,42969.0,31.59605
1027.0,1361.19165,45455.0,33.39353
1027.5,1363.65294,47740.0,35.00891
1028.0,1365.57492,49791.0,36.46157
1028.5,1367.93834,51672.0,37.77363
1029.0,1369.59268,52620.0,38.42018
1029.5,1371.85793,53327.0,38.8721
1030.0,1373.07466,53356.0,38.85878
1030.5,1375.37695,52715.0,38.32767
1031.0,1377.44371,51318.0,37.25597
1031.5,1380.3601,49772.0,36.05726
1032.0,1382.26078,47511.0,34.37195
1032.5,1384.46847,44879.0,32.41605
1033.0,1386.67791,42302.0,30.506
1033.5,1389.05895,38991.0,28.07008
1034.0,1391.23795,35250.0,25.33715
1034.5,1393.31667,32079.0,23.02348
1035.0,1395.05688,28374.0,20.33896
1035.5,1397.34291,25223.0,18.05069
1036.0,1400.14136,21731.0,15.52058
1036.5,1402.09066,18393.0,13.11827
1037.0,1403.56455,15434.0,10.99629
1037.5,1405.21001,13409.0,9.54235
1038.0,1407.02724,11530.0,8.19458
1038.5,1409187.0,9975.0,7.07855
1039.0,1411.24611,8946.0,6.33908
1039.5,1413.13616,8257.0,5.84303
1040.0,1414.99357,7665.0,5.41699
1040.5,1417.26239,7270.0,5.12961
1041.0,1418.37103,6973.0,4.9162
1041.5,1419.41217,6782.0,4.77803
1042.0,1421.61705,6608.0,4.64823
1042.5,1423.41307,6592.0,4.63112
1043.0,1423.56747,6582.0,4.6236
1043.5,1425.0575,6653.0,4.66858
1044.0,1427.26812,6901.0,4.83511
1044.5,1428.93216,6994.0,4.89456
1045.0,1432.24319,7226.0,5.04523
1045.5,1433.22457,7506.0,5.23714
1046.0,1434.48122,7579.0,5.28344
1046.5,1436.63134,7600.0,5.29015
1047.0,1437753.0,7912.0,5.50303
1047.5,1439.63131,7892.0,5.48196
1048.0,1442.26719,8133.0,5.63904
1048.5,1446.03973,8210.0,5.67758
1049.0,1448.09557,8217.0,5.67435
1049.5,1449.4993,7946.0,5.48189
1050.0,1451.42048,7927.0,5.46155
1050.5,1453.48093,7619.0,5.2419
1051.0,1455.64638,7445.0,5.11457
1051.5,1457.81355,7043.0,4.83121
1052.0,1459.53427,6650.0,4.55625
1052.5,1461.56677,6327.0,4.32892
1053.0,1464.60153,5999.0,4.09599
1053.5,1466.39606,5679.0,3.87276
1054.0,1468.39923,5320.0,3.62299
1054.5,1470.33491,4713.0,3.20539
1055.0,1472.75597,4404.0,2.99031
1055.5,1473.69232,4098.0,2.78077
1056.0,1475.4941,3739.0,2.53407
1056.5,1478.23156,3460.0,2.34063
1057.0,1480.38276,3099.0,2.09338
1057.5,1480.97739,3058.0,2.06485
1058.0,1482.68107,2781.0,1.87566
1058.5,1485.39116,2738.0,1.84329
1059.0,1486.9593,2493.0,1.67658
1059.5,1487.69627,2472.0,1.66163
1060.0,1490.37696,2455.0,1.64723
1060.5,1492.5044,2185.0,1.46398
1061.0,1494.32102,2137.0,1.43008
1061.5,1494.95792,2132.0,1.42613
1062.0,1496.32518,2082.0,1.39141
1062.5,1498076.0,1878.0,1.25361
1063.0,1500.59345,1847.0,1.23085
1063.5,1502.13862,1859.0,1.23757
1064.0,1504.24202,1839.0,1.22254
1064.5,1504.81482,1824.0,1.21211
1065.0,1506.50293,1850.0,1.22801
1065.5,1508.08785,1810.0,1.2002
1066.0,1509.81351,1662.0,1.1008
1066.5,1511.61034,1835.0,1.21394
1067.0,1513.65288,1495.0,0.98768
1067.5,1514.71962,1566.0,1.03385
1068.0,1517.04447,1495.0,0.98547
1068.5,1518.56763,1475.0,0.97131
1069.0,1519.95223,1501.0,0.98753
1069.5,1522.24706,1513.0,0.99393
1070.0,1524.54376,1555.0,1.01998
1070.5,1526.80732,1553.0,1.01716
1071.0,1528.40756,1509.0,0.9873
1071.5,1530.60449,1509.0,0.98588
1072.0,1532.06743,1514.0,0.98821
1072.5,1533.98722,1370.0,0.8931
1073.0,1536.75015,1474.0,0.95917
1073.5,1538.42785,1468.0,0.95422
1074.0,1540.01948,1490.0,0.96752
1074.5,1543.2128,1410.0,0.91368
1075.0,1544.79357,1316.0,0.85189
1075.5,1546.44652,1184.0,0.76563
1076.0,1548.41805,1186.0,0.76594
1076.5,1550.14551,1157.0,0.74638
1077.0,1552.40334,1198.0,0.77171
1077.5,1554.52288,1240.0,0.79767
1078.0,1556.18652,1172.0,0.75312
1078.5,1558.45197,1166.0,0.74818
1079.0,1559.59035,1181.0,0.75725
1079.5,1562.35507,1168.0,0.74759
1080.0,1564.59289,1176.0,0.75163
1080.5,1565.94917,1169.0,0.74651
1081.0,1568.36874,1175.0,0.74919
1081.5,1570.8266,1117.0,0.71109
1082.0,1572.43705,1097.0,0.69764
1082.5,1574.36849,1128.0,0.71648
1083.0,1575.52182,1104.0,0.70072
1083.5,1576.64103,1099.0,0.69705
1084.0,1578.61397,1000.0,0.63347
1084.5,1581.40663,882.0,0.55773
1085.0,1582.53138,860.0,0.54343
1085.5,1584.86719,863.0,0.54453
1086.0,1586.88539,866.0,0.54572
1086.5,1588.7279,866.0,0.54509
1087.0,1591.24985,862.0,0.54171
1087.5,1593.23986,867.0,0.54417
1088.0,1594.73264,857.0,0.53739
1088.5,1597.29847,838.0,0.52464
1089.0,1599.33144,848.0,0.53022
1089.5,1601.68861,879.0,0.5488
1090.0,1603.15431,858.0,0.53519
1090.5,1605.05131,859.0,0.53519
1091.0,1607.05804,814.0,0.50652
1091.5,1608.35044,823.0,0.5117
1092.0,1610.54089,837.0,0.5197
1092.5,1613631.0,782.0,0.48462
1093.0,1616.00679,810.0,0.50124
1093.5,1617.95438,790.0,0.48827
1094.0,1619.86837,775.0,0.47843
1094.5,1622.57597,811.0,0.49982
1095.0,1624.02722,619.0,0.38115
1095.5,1626.9567,581.0,0.35711
1096.0,1628.6646,600.0,0.3684
1096.5,1631.38412,588.0,0.36043
1097.0,1633.49363,583.0,0.3569
1097.5,1635.10033,580.0,0.35472
1098.0,1637.25079,583.0,0.35608
1098.5,1639.87373,579.0,0.35308
1099.0,1641.08943,532.0,0.32417
1099.5,1643.97121,576.0,0.35037
1100.0,1645.44435,543.0,0.33
1100.5,1647.13668,569.0,0.34545
1101.0,1649.26612,555.0,0.33651
1101.5,1650.92657,536.0,0.32467
1102.0,1653.4602,547.0,0.33082
1102.5,1654.72574,515.0,0.31123
1103.0,1656.28356,528.0,0.31879
1103.5,1656.31599,526.0,0.31757
1104.0,1659.84156,525.0,0.3163
1104.5,1661.76947,525.0,0.31593
