wl_nm,n,k,alpha_abs_percm,alpha_scat_percm,alphad_abs,alphad_scat,yag_ref_n,T_model,T_meas,s12_model,s12_meas,s33_model,s33_meas,s34_model,s34_meas
310.0,1.9057483411708624,0.0,0.0,3.988745178202231,0.0,0.3988745178202231,1.8978555548932272,0.5493389813806622,0.54771,-0.9911500011021492,-0.996235,-0.13093103807334835,-0.13237,1.244821257762151e-18,0.006485
311.0,1.9050256077418617,0.0,0.0,3.9873427480885466,0.0,0.39873427480885465,1.8972348232549505,0.5495414324931679,0.54801,-0.9912182271998401,-0.99622,-0.13042936024945226,-0.131775,-4.872862870206864e-19,0.00672
312.0,1.9043110244474424,0.0,0.0,3.9859453108842144,0.0,0.39859453108842147,1.8966209262451197,0.5497422553866985,0.54782,-0.9912854631635397,-0.995885,-0.1299330105814674,-0.131465,-2.864622278957281e-19,0.006605
313.0,1.9036044647609656,0.0,0.0,3.984552832895862,0.0,0.3984552832895862,1.8960137602419393,0.5499414724987275,0.54771,-0.9913517279326735,-0.9962599999999999,-0.12944191217644618,-0.131355,-1.7338609558413726e-19,0.0061200000000000004
314.0,1.902905804676333,0.0,0.0,3.983165280764216,0.0,0.3983165280764216,1.8954132236322139,0.5501391058465669,0.54805,-0.9914170400010284,-0.99624,-0.12895598954981669,-0.13012,-6.278135774703151e-19,0.006055
315.0,1.9022149226464014,0.0,0.0,3.9817826214597436,0.0,0.39817826214597435,1.8948192167636915,0.5503351770371991,0.54864,-0.9914814174291403,-0.99682,-0.1284751685940348,-0.12956,-9.47769019500052e-20,0.00613
316.0,1.9015316995231821,0.0,0.0,3.980404822278355,0.0,0.3980404822278355,1.8942316418987502,0.5505297072768404,0.54893,-0.9915448778562891,-0.996985,-0.12799937654805638,-0.12946000000000002,-5.015027367381802e-19,0.006555
317.0,1.9008560184997683,0.0,0.0,3.9790318508371803,0.0,0.397903185083718,1.8936504031693817,0.5507227173802299,0.54904,-0.9916074385121094,-0.99663,-0.12752854196760877,-0.129165,-4.1861459939985043e-19,0.00635
318.0,1.9001877650539336,0.0,0.0,3.9776636750704126,0.0,0.39776636750704125,1.8930754065334288,0.5509142277796701,0.54912,-0.9916691162278345,-0.9964299999999999,-0.12706259469623615,-0.12864,-3.0019707727780783e-19,0.00619
319.0,1.8995268268933383,0.0,0.0,3.9763002632252182,0.0,0.3976300263225218,1.892506559732038,0.5511042585338113,0.54938,-0.9917299274471834,-0.9959899999999999,-0.12660146583709142,-0.128245,9.986825807057882e-21,0.006189999999999999
320.0,1.8988730939023015,0.0,0.0,3.974941583857711,0.0,0.39749415838577107,1.8919437722482877,0.5512928293361978,0.54964,-0.991789888236907,-0.9967550000000001,-0.12614508772545877,-0.127915,3.622266894435753e-19,0.005915
321.0,1.8982264580900794,0.0,0.0,3.9735876058289925,0.0,0.3973587605828992,1.891386955266953,0.5514799595235785,0.55017,-0.9918490142970018,-0.9969699999999999,-0.12569339390198406,-0.12743,-2.3417991020533898e-18,0.005925
322.0,1.8975868135406013,0.0,0.0,3.972238298301257,0.0,0.3972238298301257,1.890836021635375,0.5516656680839932,0.55044,-0.9919073209706094,-0.996715,-0.12524631908658576,-0.126805,3.8219115071009016e-19,0.005730000000000001
323.0,1.89695405636362,0.0,0.0,3.970893630733953,0.0,0.39708936307339526,1.890290885825392,0.5518499736646403,0.5506,-0.9919648232536022,-0.996535,-0.12480379915303509,-0.126205,1.5105890870746988e-18,0.00575
